OrderID,ItemsQuantity,State,City,Street,AppartmentNumber,Pincode,Landmark,Discount,DeliveryCost,TotalAmount,ModeOfPayment,TransactionID,OrderDate,DeliveryDate,AgentID,PharmacyID,PrescriptionID,UserID,Status,Subscription
1955,9,California,Nuevo Amanecer,8336 Hoepker Court,15,92550,opposite Bakery,90.33,74.62,871.61,Credit Card,KIKUWO646657,2021-03-18,2021-03-28,76,168,,372,Out For Delivery,0
1956,9,Arizona,Borzęta,72147 Nobel Terrace,50,90724,,48.59,99.82,640.1,COD,GGLXGF500573,2021-03-18,2021-03-26,84,132,,446,Out For Delivery,0
1957,3,Texas,Zhongguan,58572 Clove Street,82,93588,,90.8,52.75,728.33,Credit Card,VNOCZU227033,2021-03-18,2021-03-28,76,130,,500,Cancelled,0
1958,1,Colorado,Huai’an,4397 Mcguire Terrace,93,69893,opposite Mall,84.29,87.44,70.62,Being Placed,RYNSPW405774,2021-03-18,2021-03-25,10,68,,555,Delivered,1
1959,2,Florida,Palma Soriano,697 Rigney Hill,1,47109,opposite Bakery,7.95,61.57,144.25,COD,YTROJO514065,2021-03-18,2021-03-22,10,73,,592,Out For Delivery,0
1960,6,Kansas,Sinargalih,075 Stang Court,56,51966,opposite Mall,27.34,97.33,836.99,COD,SKHPDJ916467,2021-03-18,2021-03-28,36,98,,628,Dispatched,0
1961,7,Colorado,Jal�l�b�d,93700 Stoughton Way,85,99454,opposite Bakery,55.19,93.71,2194.66,E-Wallet,IZLPJE144208,2021-03-18,2021-03-22,99,54,,640,Delivered,0
1962,8,District of Columbia,Gelan,294 Hoard Park,85,91568,,97.12,35.2,739.53,COD,ALCHST304451,2021-03-18,2021-03-23,37,65,,669,Order Placed,0
1963,1,New York,Cahors,1439 Dwight Park,32,53212,,0.03,43.57,278.46,Dispatched,PKCSMF792148,2021-03-18,2021-03-24,42,222,,690,Dispatched,1
1964,10,Illinois,Ngou,3702 Alpine Plaza,89,28270,near Government School,77.07,58.07,1419.49,Credit Card,UAYINX244217,2021-03-18,2021-03-23,22,80,,714,Cancelled,0
1965,8,Michigan,Liuzu,93364 Katie Junction,65,86972,near Metro,4.24,40.35,1580.98,Net Banking,PEOXZS957658,2021-03-18,2021-03-25,29,298,,720,Order Placed,0
1966,5,New Jersey,Phra Nakhon Si Ayutthaya,508 Arkansas Center,67,35813,,13.15,53.94,359.32,COD,CXVZUZ167306,2021-03-18,2021-03-24,73,56,,736,Delivered,0
1967,7,Missouri,Nyzhni Sirohozy,812 Fulton Lane,9,28073,opposite Bakery,52.17,45.26,423.92,Net Banking,PINZZI657991,2021-03-18,2021-03-24,42,3,,768,Dispatched,0
1968,8,California,Outeirô,3108 Knutson Point,6,94578,front of Mall,40.7,54.96,1122.32,COD,GAQUZS948217,2021-03-18,2021-03-25,4,22,,775,Order Placed,0
1969,1,Massachusetts,Wangjiang,26931 Sommers Plaza,57,19219,near Government School,10.53,52.45,65.18,Cancelled,VLWPSD152824,2021-03-18,2021-03-24,23,263,,788,Out For Delivery,1
1970,5,California,Torkanivka,20 Thierer Trail,86,13248,near Government School,11.51,30.46,893.65,Credit Card,IIKPRA783799,2021-03-18,2021-03-28,6,270,,804,Out For Delivery,0
1971,8,Mississippi,Novosemeykino,72353 Red Cloud Trail,20,37537,,8.63,92.3,999.35,COD,CVLUKA633915,2021-03-18,2021-03-23,42,272,,823,Out For Delivery,0
1972,5,Iowa,Arnhem,3457 Petterle Center,31,99242,near Bus Stand,53.3,70.21,339.95,Credit Card,DZTSEW111591,2021-03-18,2021-03-27,70,96,,825,Dispatched,0
1973,9,Vermont,Tahilt,32 Coolidge Avenue,86,21998,,58.59,75.63,1286.33,Credit Card,TWPYGN333397,2021-03-18,2021-03-22,43,93,,844,Cancelled,0
1974,7,Ohio,Quebrada Canoa,52429 Riverside Court,77,64252,front of Mall,12.89,33,317.4,Net Banking,ILBMLN291942,2021-03-18,2021-03-22,65,94,,858,Dispatched,0
1975,10,Minnesota,Shanggu,2 Lerdahl Hill,22,62690,near Bus Stand,44.66,65.4,1092.8,COD,QESAMY017845,2021-03-18,2021-03-27,44,2,,896,Out For Delivery,0
1976,6,Arizona,Jinan,66 Elka Drive,62,73030,near Government School,93.16,82.17,419.11,Net Banking,DSDIYR932774,2021-03-18,2021-03-21,20,75,,900,Out For Delivery,0
1977,2,Washington,Nýřany,75 Quincy Plaza,6,94674,near Garden,59.45,73.55,635.67,Net Banking,JTLRQN427512,2021-03-18,2021-03-27,90,69,,917,Being Placed,0
1978,7,Texas,Bayog,874 Express Drive,96,27512,near Garden,98.3,42.31,259.39,COD,KVVFHZ222742,2021-03-18,2021-03-21,97,176,,926,Cancelled,0
1979,8,Florida,Hualong,1064 Lake View Place,64,71364,front of Mall,77.82,42.06,1410.22,COD,WGPZWA582301,2021-03-18,2021-03-22,50,87,,936,Delivered,0
1980,6,Michigan,Le Mans,38 Sauthoff Drive,12,84221,near Garden,24.99,54.63,385.52,Net Banking,MDDCOB975859,2021-03-19,2021-03-28,57,125,,103,Out For Delivery,0
1981,5,Georgia,Jinhe,0054 Orin Place,24,54260,,11.45,62,1268.16,Net Banking,ZHLKEH853309,2021-03-19,2021-03-25,12,270,,137,Dispatched,0
1982,8,Missouri,Parksville,1 Declaration Circle,20,41788,,98.47,33.45,950.95,Credit Card,AKQLZN110631,2021-03-19,2021-03-23,35,65,,191,Dispatched,0
1983,8,Illinois,Kayan Hulu,5 Milwaukee Parkway,7,52485,opposite Bakery,14.56,85.69,482.58,E-Wallet,JNWDOF357289,2021-03-19,2021-03-28,79,155,,194,Dispatched,0
1984,10,Texas,Nicoya,68445 Northport Trail,7,75144,near Metro,48.39,93.65,874.29,E-Wallet,UMFWTN121156,2021-03-19,2021-03-25,46,129,,228,Order Placed,0
1985,6,North Carolina,Yamen,0794 Hermina Alley,82,45567,near Government School,48.29,78.97,928.51,Net Banking,XLHKQQ069738,2021-03-19,2021-03-27,19,229,,267,Dispatched,0
1986,8,Colorado,El Tambo,9 Ludington Court,1,72847,front of Mall,46.37,33.58,610.24,COD,WYINMX294708,2021-03-19,2021-03-26,39,110,,374,Dispatched,0
1987,5,Florida,Nakhon Pathom,31831 Northridge Junction,9,51384,,52.57,69,509.36,E-Wallet,UNXOWB099582,2021-03-19,2021-03-26,48,234,,440,Order Placed,0
1988,1,District of Columbia,Soito,1221 Forest Dale Street,22,35270,opposite Mall,46.59,33.13,3.89,COD,AFSUIN030989,2021-03-19,2021-03-22,66,47,274,442,Order Placed,0
1989,1,Florida,Palma Soriano,697 Rigney Hill,1,47109,opposite Bakery,66.63,56.11,60.48,Credit Card,YRGZNX761236,2021-03-19,2021-03-29,59,157,,592,Cancelled,0
1990,1,Missouri,Meilisi,2 Roxbury Avenue,54,53323,near Metro,34.69,88.05,124.87,Out For Delivery,MAWMMK667683,2021-03-19,2021-03-24,60,213,69,703,Out For Delivery,1
1991,8,Michigan,Liuzu,93364 Katie Junction,65,86972,near Metro,95.21,33.24,376.77,Credit Card,ITOGFM531633,2021-03-19,2021-03-25,93,181,,720,Dispatched,0
1992,1,California,Kaduy,1 Brickson Park Hill,58,32494,near Garden,59.45,93.44,131.13,Delivered,ZSZGIV029021,2021-03-19,2021-03-24,32,291,,782,Dispatched,1
1993,9,California,Torkanivka,20 Thierer Trail,86,13248,near Government School,40.75,39.63,1301.85,E-Wallet,XQIMKR411646,2021-03-19,2021-03-23,4,241,,804,Being Placed,0
1994,3,Texas,T’ianet’i,05 Weeping Birch Alley,84,33437,near Metro,96.39,85.67,161.17,Net Banking,FKTGKJ773392,2021-03-19,2021-03-28,54,99,,848,Order Placed,0
1995,1,New Mexico,Luhe,372 Laurel Avenue,15,29469,opposite Mall,48.84,61.76,28.02,Credit Card,RHHOCH403977,2021-03-19,2021-03-23,57,140,,921,Order Placed,0
1996,1,New Jersey,Trompsburg,30 Comanche Place,91,28468,opposite Mall,5.2,52.69,139.35,COD,SUJPBY285566,2021-03-19,2021-03-24,3,248,,954,Dispatched,0
1997,1,California,Tambaú,91499 Sunfield Way,18,60184,near Bus Stand,66.4,60.71,94.2,Cancelled,EFOBPC450966,2021-03-19,2021-03-24,52,139,358,963,Out For Delivery,1
1998,4,Indiana,Kairouan,789 Bashford Drive,97,76545,,74.93,71.52,296.96,Credit Card,YDKXKL483166,2021-03-20,2021-03-28,12,1,,46,Being Placed,0
1999,6,Kansas,�anięta,75161 Hanover Circle,38,11429,near Bus Stand,43.39,35.72,741.48,Net Banking,BSHTQY375336,2021-03-20,2021-03-23,37,127,,62,Being Placed,0
2000,10,South Carolina,San Sebastian,9 Forest Dale Center,53,72826,opposite Mall,27.29,37.18,543.79,E-Wallet,HQSUXA380585,2021-03-20,2021-03-25,54,177,,99,Delivered,0
2001,7,North Carolina,Mandapajaya,5 Browning Parkway,93,60860,opposite Bakery,39.7,99.1,422.23,E-Wallet,RDRNVX503152,2021-03-20,2021-03-27,56,191,,140,Dispatched,0
2002,3,California,Shymkent,2863 Anniversary Street,43,88212,,25.83,83.26,254.06,Net Banking,DNVLNG792687,2021-03-20,2021-03-27,82,258,,153,Dispatched,0
2003,2,Illinois,Storozhevaya,1 Monterey Drive,49,46030,near Bus Stand,50.14,81.15,164.66,Credit Card,TBWRDZ340264,2021-03-20,2021-03-24,63,214,,177,Out For Delivery,0
2004,1,California,Marmashen,422 Aberg Circle,22,46834,near Garden,35.87,67.45,93.41,Delivered,SNVKQA199288,2021-03-20,2021-03-24,76,251,,181,Being Placed,1
2005,1,Texas,Tuochuan,4444 Main Pass,54,81056,near Bus Stand,69.09,42.15,25.29,COD,ALGLGA302050,2021-03-20,2021-03-26,79,63,355,225,Being Placed,0
2006,9,Massachusetts,Pavino,41748 Ludington Street,17,94590,near Garden,56.3,64.3,683.24,E-Wallet,EFWYWR427749,2021-03-20,2021-03-27,41,81,,253,Being Placed,0
2007,8,Kentucky,Puerto Santander,9 Scoville Circle,73,42144,front of Mall,25.87,61.16,571.72,Credit Card,MQFURX656105,2021-03-20,2021-03-23,4,216,,312,Dispatched,0
2008,2,Texas,Hyesan-si,01976 Goodland Point,63,55583,front of Mall,57.36,71.23,285.46,COD,HEBPVX811216,2021-03-20,2021-03-29,81,153,,335,Being Placed,0
2009,9,Iowa,Frydek,7 Parkside Lane,30,15940,,21.38,35.73,731.46,COD,DRQNRD121859,2021-03-20,2021-03-23,73,37,,382,Cancelled,0
2010,2,Alabama,Coronel Martínez,5 Crowley Place,9,43937,,72.63,56.91,112.34,Net Banking,KXZNSD612905,2021-03-20,2021-03-24,81,213,,399,Being Placed,0
2011,7,Minnesota,Yakovlevo,7 Monterey Center,23,91989,near Government School,30.55,99.39,1296.68,Net Banking,BOWDIX643214,2021-03-20,2021-03-28,22,100,,426,Order Placed,0
2012,1,Florida,Nakhon Pathom,31831 Northridge Junction,9,51384,,32.61,82.09,515.05,Net Banking,UBUAKL291757,2021-03-20,2021-03-26,13,210,433,440,Being Placed,0
2013,1,Pennsylvania,Palomoc,4 Schiller Street,67,86366,opposite Bakery,46.66,36.29,481.25,COD,VFWITN844518,2021-03-20,2021-03-25,47,282,,512,Order Placed,0
2014,7,Nevada,Oslo,019 Valley Edge Hill,75,43090,front of Mall,56.05,43.64,547.91,E-Wallet,DXRVQD608681,2021-03-20,2021-03-29,36,175,,520,Delivered,0
2015,9,Florida,Toulon,7 Northport Road,99,26610,,42.62,86.57,1058,Credit Card,CRUUZR028646,2021-03-20,2021-03-24,32,87,,524,Being Placed,0
2016,1,New York,Bogra,97 Pawling Hill,60,10445,front of Mall,57.78,49.12,4.05,Being Placed,TCJOZL139707,2021-03-20,2021-03-24,14,199,,586,Order Placed,1
2017,5,Pennsylvania,Mae Ramat,094 Esch Court,52,22323,opposite Mall,66.92,90.22,247.75,Net Banking,AXIKRB977890,2021-03-20,2021-03-25,99,216,,728,Delivered,0
2018,8,Virginia,Ostaszewo,00395 Spohn Pass,98,36911,,7.68,32.3,548.91,Net Banking,IFILHM735704,2021-03-20,2021-03-23,22,87,,752,Dispatched,0
2019,5,California,Torkanivka,20 Thierer Trail,86,13248,near Government School,78,87.99,284.7,Net Banking,AWSQYV437705,2021-03-20,2021-03-30,31,197,,804,Dispatched,0
2020,10,Colorado,Washington,40 Ilene Junction,61,64169,,47.37,97.3,2204.46,E-Wallet,GNERHX703137,2021-03-20,2021-03-29,40,8,,862,Out For Delivery,0
2021,7,Tennessee,Burgas,06 Melvin Parkway,56,45839,opposite Mall,64.51,71.46,1300.35,E-Wallet,HUTXPO376571,2021-03-20,2021-03-26,94,292,,888,Order Placed,0
2022,6,District of Columbia,Baranowo,400 Elgar Hill,44,48488,opposite Bakery,34.53,43.87,1172.95,Net Banking,JUAOPI003239,2021-03-20,2021-03-25,81,66,,908,Being Placed,0
2023,8,Florida,Haokou,04499 Helena Crossing,7,46825,front of Mall,44.09,72.94,1753.14,COD,AKTMIC460502,2021-03-20,2021-03-23,39,23,,957,Delivered,0
2024,1,Kentucky,Amsterdam Westpoort,977 Independence Crossing,94,91721,front of Mall,5.05,68.1,156.84,Out For Delivery,YKDHBW870583,2021-03-21,2021-03-26,78,86,,13,Dispatched,1
2025,10,Idaho,Khoa,278 Butternut Plaza,25,83176,opposite Mall,77.9,37.36,1323.64,Net Banking,SNSFTT678918,2021-03-21,2021-03-27,90,209,,36,Out For Delivery,0
2026,2,Oregon,Darungan Lor,5 Harper Lane,80,10958,,47.64,84.78,164.36,E-Wallet,LCKBCM641891,2021-03-21,2021-03-24,10,256,,58,Delivered,0
2027,5,Michigan,Dalinhe,036 Northwestern Way,69,12793,opposite Mall,25.53,64.16,307.45,Net Banking,QPGXYM504315,2021-03-21,2021-03-28,70,146,,63,Delivered,0
2028,7,Texas,Daohe,060 Glendale Circle,27,81381,,10.54,30.48,1989.03,COD,KYZXTI186241,2021-03-21,2021-03-28,49,61,,175,Out For Delivery,0
2029,1,West Virginia,Thị Trấn Na Hang,519 Paget Way,77,40304,front of Mall,88.91,31.36,-28.16,Dispatched,SBWPZU623003,2021-03-21,2021-03-24,67,187,,214,Order Placed,1
2030,9,California,Wierzbica,4427 East Crossing,23,17521,opposite Bakery,46.3,72.84,460.47,Net Banking,KHYEFE503394,2021-03-21,2021-03-24,37,270,,239,Cancelled,0
2031,9,Florida,Sérifos,76590 2nd Street,54,50113,near Metro,96.71,31.88,1175.39,E-Wallet,DIQEBI915458,2021-03-21,2021-03-29,27,96,,261,Order Placed,0
2032,5,Texas,Linton,9917 Oneill Road,85,46233,near Garden,24.7,70.14,830.27,COD,BNKQQM570370,2021-03-21,2021-03-24,19,16,,281,Cancelled,0
2033,1,Florida,Aviles,59 Center Alley,83,76827,near Garden,41.42,54.91,23.62,Out For Delivery,PLMGBM914012,2021-03-21,2021-03-26,60,124,,339,Order Placed,1
2034,4,Florida,Dome,35731 Jay Crossing,14,52090,front of Mall,52.31,83.57,271.17,Credit Card,JSAJWP118093,2021-03-21,2021-03-29,94,104,,367,Dispatched,0
2035,1,Virginia,Montpellier,36 Cottonwood Terrace,42,75215,,88.45,89.37,22.27,Credit Card,YRKDKK190863,2021-03-21,2021-03-28,22,288,5,513,Out For Delivery,0
2036,2,Florida,Guimba,06 Londonderry Way,59,38878,near Bus Stand,89.62,77.2,545.73,COD,UFMZAP752985,2021-03-21,2021-03-31,17,74,,633,Dispatched,0
2037,8,West Virginia,Zhongxi,7 Chive Court,27,44485,opposite Bakery,76.42,69.4,334.47,Credit Card,RDAKHL158236,2021-03-21,2021-03-29,48,31,,655,Order Placed,0
2038,7,New York,Gaoshi,9 Rigney Parkway,61,46542,opposite Mall,99.98,66.87,321.84,COD,IJWBFI934685,2021-03-21,2021-03-28,59,189,,689,Cancelled,0
2039,1,Kentucky,Ārt Khw�jah,14362 Schlimgen Point,64,64249,,53.21,35.55,11.92,Dispatched,IIBRAT976584,2021-03-21,2021-03-24,21,187,316,700,Out For Delivery,1
2040,1,New Mexico,Sernancelhe,5068 Sherman Pass,68,84011,,64.21,61.31,63.51,Being Placed,XMBRNB694915,2021-03-21,2021-03-26,48,217,104,715,Out For Delivery,1
2041,5,New York,Longar,09018 La Follette Lane,80,65019,near Metro,79.99,69.7,340.34,Credit Card,DIJHYB127376,2021-03-21,2021-03-25,43,138,,717,Delivered,0
2042,5,Alabama,Korsze,3 Comanche Terrace,8,96622,near Metro,96.2,61.54,1082.16,Net Banking,SQQVDL715867,2021-03-21,2021-03-26,54,262,,750,Order Placed,0
2043,2,California,Santo Niño,87071 Warner Alley,86,53838,,9.65,37.63,834.61,Net Banking,AFEUWW938833,2021-03-21,2021-03-25,24,17,,779,Delivered,0
2044,1,Florida,Port-Gentil,51433 Thompson Park,34,92027,,44.31,78.77,695.07,Credit Card,VPDANI535449,2021-03-21,2021-03-27,59,237,669,794,Dispatched,0
2045,1,Missouri,Xieqiao,967 Transport Road,60,50227,,18.54,37.94,89.01,Being Placed,XAELVB466463,2021-03-21,2021-03-27,58,37,,880,Delivered,1
2046,8,Texas,Villaba,04099 Ryan Terrace,80,16827,front of Mall,8.16,62.78,592.84,Credit Card,IVXZPS266506,2021-03-22,2021-04-01,19,144,,6,Being Placed,0
2047,4,Massachusetts,Amsterdam Binnenstad en Oostelijk Havengebied,53997 3rd Park,76,23300,,19.29,83.75,332.97,COD,WJNTCH648983,2021-03-22,2021-03-29,39,141,,14,Delivered,0
2048,9,Indiana,Thị Trấn Quế,6187 Village Lane,92,98023,front of Mall,85.17,85,453.35,Net Banking,DLWRRZ289539,2021-03-22,2021-03-28,97,26,,17,Being Placed,0
2049,8,Florida,Muleng,02002 Anniversary Park,60,77967,near Metro,20.13,73.24,1284.42,COD,WCEUJN693242,2021-03-22,2021-03-26,41,35,,20,Cancelled,0
2050,1,Indiana,Kairouan,789 Bashford Drive,97,76545,,45.78,44.25,712.73,Order Placed,IBRESF522813,2021-03-22,2021-03-28,54,246,,46,Out For Delivery,1
2051,1,Oregon,Darungan Lor,5 Harper Lane,80,10958,,29.05,91,94.76,Dispatched,EIOVGE175415,2021-03-22,2021-03-26,37,292,,58,Delivered,1
2052,2,Illinois,Ararat,38306 Green Plaza,15,74637,,3.59,72.69,162.1,COD,DVZSLN285688,2021-03-22,2021-03-30,54,90,,112,Delivered,0
2053,1,California,Xieba,624 Anthes Circle,93,55567,opposite Bakery,52.67,53.55,84.08,Out For Delivery,IJXHKP385681,2021-03-22,2021-03-27,12,243,122,147,Cancelled,1
2054,2,California,Riyadh,89 Carberry Hill,17,80382,,64.61,66.65,155.06,E-Wallet,SMDUHH979704,2021-03-22,2021-03-25,27,162,,154,Delivered,0
2055,1,Texas,Daohe,060 Glendale Circle,27,81381,,12.69,43.32,54.89,Credit Card,DLJFPO825972,2021-03-22,2021-04-01,8,265,,175,Order Placed,0
2056,5,Iowa,La Unión,73 Straubel Court,61,36619,near Metro,84.62,59.01,243.89,E-Wallet,HCXMNZ383683,2021-03-22,2021-03-25,79,77,,264,Being Placed,0
2057,2,Texas,Kurmanayevka,0989 Granby Place,22,31484,opposite Bakery,39.81,38.6,128.98,Net Banking,WKTZRI427740,2021-03-22,2021-03-26,67,181,,310,Order Placed,0
2058,7,Wisconsin,Jadi,1122 Ronald Regan Terrace,89,31764,opposite Mall,8.78,68.24,539.69,Net Banking,LFQPDV261000,2021-03-22,2021-03-26,82,49,,347,Cancelled,0
2059,1,Pennsylvania,Glad,5 Monica Street,15,29327,near Government School,65.78,30.85,23.88,Out For Delivery,TBNJBZ568130,2021-03-22,2021-03-26,35,131,406,377,Order Placed,1
2060,1,Alabama,Presnenskiy,42632 Surrey Alley,81,36448,front of Mall,50.95,63,792.37,E-Wallet,SBJVRW882878,2021-03-22,2021-04-01,79,242,,468,Out For Delivery,0
2061,3,Kentucky,Bukuru,8906 Glacier Hill Park,67,81614,opposite Bakery,40.4,49.54,206.09,COD,UIGYFQ683557,2021-03-22,2021-04-01,100,263,,484,Being Placed,0
2062,1,South Carolina,Markala,5087 Fisk Parkway,23,79757,,65.47,76.75,78.94,Cancelled,QOWCEJ659729,2021-03-22,2021-03-25,87,275,472,485,Out For Delivery,1
2063,4,Georgia,Jinshanzui,4 Elmside Street,22,79206,near Government School,5.04,73.86,324.31,COD,WAIQJT834528,2021-03-22,2021-03-25,17,283,,496,Order Placed,0
2064,9,Missouri,Lile,1 Myrtle Court,84,95214,,23.5,80.05,1423.29,Credit Card,VKDZIL057816,2021-03-22,2021-03-30,58,186,,532,Order Placed,0
2065,6,Washington,Koronganayam,62597 Delladonna Terrace,64,26209,opposite Bakery,27.98,99.23,340.76,Net Banking,JBPYOQ872889,2021-03-22,2021-04-01,77,192,,538,Delivered,0
2066,4,Connecticut,Smolec,653 Vidon Pass,86,55932,opposite Mall,40.61,42.44,217.55,Credit Card,SHVBBR115546,2021-03-22,2021-03-28,31,204,,542,Cancelled,0
2067,1,Minnesota,Nalus,448 Maywood Street,86,39530,near Metro,89.79,40.83,43.18,Net Banking,XODUFN545619,2021-03-22,2021-03-29,91,44,,582,Cancelled,0
2068,10,New York,Gaoshi,9 Rigney Parkway,61,46542,opposite Mall,54.16,62.45,586.54,Net Banking,QVMXTT208894,2021-03-22,2021-03-29,81,87,,689,Cancelled,0
2069,2,Pennsylvania,Longlisuo,8 Heffernan Lane,11,14674,near Bus Stand,85.66,59.21,101.65,E-Wallet,OLDRZK933644,2021-03-22,2021-03-29,43,143,,716,Dispatched,0
2070,1,Washington,Fusheng,3 Elka Pass,56,11075,opposite Mall,63.42,34.13,28.12,COD,EIQQSH603296,2021-03-22,2021-03-25,14,213,,727,Out For Delivery,0
2071,7,California,Santo Niño,87071 Warner Alley,86,53838,,5.35,40.73,699.82,COD,NPWITN742856,2021-03-22,2021-03-31,4,121,,779,Being Placed,0
2072,4,Washington,Fray Bentos,64 Beilfuss Place,59,74759,,40.09,68.92,199.29,COD,TCCHJP748427,2021-03-22,2021-03-27,99,14,,785,Being Placed,0
2073,7,Wisconsin,Wiset Chaichan,169 Dunning Circle,7,99850,near Government School,79.26,40.99,830.37,E-Wallet,QWHNVU489005,2021-03-22,2021-03-31,67,107,,791,Being Placed,0
2074,6,Ohio,Liangcunchang,80541 Stuart Drive,94,46529,front of Mall,40.04,84.49,1651.85,COD,ESTRGB006894,2021-03-22,2021-04-01,16,70,,814,Cancelled,0
2075,1,Indiana,Sipoholon,6 Mallard Plaza,67,33338,near Garden,17.54,88.48,123.91,Cancelled,FERYCV468056,2021-03-22,2021-03-25,61,113,,832,Order Placed,1
2076,9,Oklahoma,Sémbé,968 Cody Trail,53,92842,near Bus Stand,33.19,72.06,1603.47,Credit Card,PTFVSS360578,2021-03-22,2021-04-01,15,236,,838,Out For Delivery,0
2077,5,California,Matão,5647 Mariners Cove Place,32,67080,,84.86,96.67,419.69,COD,TWVSGP924534,2021-03-22,2021-03-27,94,199,,882,Delivered,0
2078,5,District of Columbia,Holýšov,58498 Redwing Trail,24,83507,,96.66,40.67,182.9,COD,NUTBKB579842,2021-03-22,2021-03-26,59,230,,915,Dispatched,0
2079,1,Nevada,Den Haag,9993 Homewood Circle,67,88407,,59.98,89.66,95.76,Credit Card,WHEBBK402287,2021-03-22,2021-04-01,36,85,,932,Cancelled,0
2080,9,Nevada,Ilopango,5272 Veith Circle,57,41829,near Government School,54.78,47.74,1384.59,Net Banking,FQRUHM120648,2021-03-22,2021-03-30,94,105,,968,Being Placed,0
2081,7,Indiana,Thị Trấn Quế,6187 Village Lane,92,98023,front of Mall,61.32,45.34,1018.21,Net Banking,FWIVXE416907,2021-03-23,2021-04-01,76,65,,17,Out For Delivery,0
2082,4,Ohio,Pangascasan,63 Karstens Point,4,30135,near Government School,5.11,88.29,274.42,Credit Card,OYIIET742763,2021-03-23,2021-03-30,29,41,,54,Dispatched,0
2083,1,California,Piketberg,2113 Park Meadow Center,49,37355,,3.05,96.47,150.76,E-Wallet,MXNRBF673858,2021-03-23,2021-03-28,90,52,,163,Order Placed,0
2084,1,California,Ea T’ling,2826 Roxbury Junction,56,55068,,4.18,44.96,95.18,E-Wallet,CAPJBD051916,2021-03-23,2021-03-30,1,186,387,206,Being Placed,0
2085,6,Pennsylvania,Greensboro,871 Transport Center,94,60339,near Government School,23.67,33.1,361.89,E-Wallet,HDGMKG327821,2021-03-23,2021-03-28,97,158,,227,Being Placed,0
2086,9,Pennsylvania,Kemil,4072 Hooker Way,59,56872,opposite Mall,79.18,47.53,1056.2,COD,LYTCVD765055,2021-03-23,2021-03-27,58,198,,260,Order Placed,0
2087,1,California,Cikou,19748 Crowley Crossing,16,20879,near Bus Stand,68.71,30.25,631.05,Cancelled,AWUTZA921825,2021-03-23,2021-03-28,32,209,,265,Delivered,1
2088,3,Mississippi,Klang,1 Independence Park,91,23115,near Garden,5.65,64.32,224.92,E-Wallet,ZJEMSI635522,2021-03-23,2021-04-01,62,239,,410,Order Placed,0
2089,2,Arizona,Morrito,911 Hayes Drive,73,14560,opposite Mall,90.15,48.06,642.74,Net Banking,YWZGSM026983,2021-03-23,2021-03-27,45,192,,495,Out For Delivery,0
2090,3,Colorado,Huai’an,4397 Mcguire Terrace,93,69893,opposite Mall,17.51,48.18,941.96,Net Banking,MIOZQT220936,2021-03-23,2021-03-27,2,60,,555,Being Placed,0
2091,3,Louisiana,Fentange,0759 Debs Drive,37,12727,opposite Bakery,76.61,50.99,103.61,Net Banking,LYLNKZ075811,2021-03-23,2021-03-31,20,102,,684,Dispatched,0
2092,1,Kentucky,Ārt Khw�jah,14362 Schlimgen Point,64,64249,,48.5,66.48,77.06,COD,OICMHC844014,2021-03-23,2021-03-31,11,300,316,700,Cancelled,0
2093,9,Virginia,Ostaszewo,00395 Spohn Pass,98,36911,,46.52,61.78,1209.75,Net Banking,BDQEZP841733,2021-03-23,2021-03-30,95,28,,752,Delivered,0
2094,7,Illinois,Kobelyaky,4 Schlimgen Street,67,18355,near Metro,49.35,71.58,358.56,COD,AINMKH077316,2021-03-23,2021-03-31,92,130,,759,Being Placed,0
2095,7,California,Chavdar,407 Coleman Terrace,39,16627,opposite Bakery,2.71,91.24,634.66,Credit Card,CFHFFO976831,2021-03-23,2021-03-28,71,96,,817,Being Placed,0
2096,7,Nevada,Tralee,935 Spohn Street,66,77975,,53.9,98.11,1254.63,Net Banking,LNOZYV788676,2021-03-23,2021-03-28,27,183,,850,Cancelled,0
2097,2,Colorado,Bīleh Sav�r,62 Comanche Alley,38,41983,near Government School,70.2,48.95,99.77,Credit Card,ECCVVN134791,2021-03-23,2021-03-29,81,70,,852,Out For Delivery,0
